total_trades,winning_trades,win_rate_pct,profit_factor,sharpe_ratio,max_single_loss,max_drawdown_pct,total_profit,total_loss,avg_win,avg_loss,avg_hold_minutes,trades_per_day,roi_pct,magnet_accuracy_pct,on_magnet_win_rate_pct,afternoon_pin_pct,consecutive_losses,capital_final
56,56,100.0,999.0,0.0,494.2712185795611,0.0,35193.02473251424,0.0,628.4468702234686,0.0,0.0,7.0,351.9302473251425,73.21428571428571,100.0,100.0,0,45193.02473251425
